"A breve riceverai (o hai già ricevuto) le istruzioni dal servizio di firma all'indirizzo %email. Segui quel processo per completare la firma.","You will soon receive (or have already received) instructions from the signature service at %email. Follow that process to complete the signature."
"Puoi consultare lo stato del tuo ordine qui: <a href=""%url"">I miei ordini</a>","You can check your order status here: <a href=""%url"">My orders</a>"
"Il tuo contratto firmato è disponibile (ordine %increment_id)","Your signed contract is available (order %increment_id)"
"il contratto relativo al tuo ordine #%increment_id è stato firmato digitalmente con successo.","the contract for your order #%increment_id has been signed digitally successfully."
"Puoi scaricare il documento firmato dalla tua area clienti: <a href=""%url"">Vai all'ordine</a>","You can download the signed document from your account area: <a href=""%url"">Go to the order</a>"
"Aggiornamento sul contratto da firmare (ordine %increment_id)","Update on the contract to sign (order %increment_id)"
"il processo di firma del contratto relativo al tuo ordine #%increment_id si è concluso con esito: %status.","the signing process for the contract of your order #%increment_id ended with outcome: %status."
"Se ritieni che si tratti di un errore, contatta il nostro servizio clienti. Puoi consultare il tuo ordine qui: <a href=""%url"">I miei ordini</a>","If you believe this is a mistake, contact our customer service. You can check your order here: <a href=""%url"">My orders</a>"
"[Firma Digitale] Errore documento #%document_id (ordine %increment_id)","[Digital Signature] Document error #%document_id (order %increment_id)"
"L'elaborazione di un documento firma è terminata in errore e richiede un intervento manuale.","Processing of a signature document ended in error and requires manual intervention."
"Documento: #%document_id","Document: #%document_id"
"Ordine: #%increment_id","Order: #%increment_id"
"Provider: %provider","Provider: %provider"
"Firmatario: %email","Signer: %email"
"Errore: %message","Error: %message"
"Vai all'ordine in backend: <a href=""%url"">%url</a>","Open the order in backend: <a href=""%url"">%url</a>"
"[Firma Digitale] Documento #%document_id %status (ordine %increment_id)","[Digital Signature] Document #%document_id %status (order %increment_id)"
"Il processo di firma di un documento si è concluso con esito negativo.","The signing process of a document ended with a negative outcome."
"Esito: %status","Outcome: %status"
"In attesa","Pending"
"Generato","Generated"
"Inviato in firma","Sent for signature"
"Firmato","Signed"
"Rifiutato","Declined"
"Scaduto","Expired"
"Errore","Error"
"Annullato","Canceled"
"Salvataggio in corso...","Saving..."
"Preferenza salvata.","Preference saved."
"Non è stato possibile salvare la preferenza. Riprova.","We couldn't save your preference. Please try again."
"Attenzione: la firma resta obbligatoria per completare l'ordine.","Warning: the signature is still required to complete the order."
"Mage-OS","Mage-OS"
"Firma Digitale","Digital Signature"
"Generale","General"
"Abilitato","Enabled"
"Presa d'atto GDPR (modalità produzione)","GDPR acknowledgement (production mode)"
"Trigger di generazione predefinito","Default generation trigger"
"Provider di firma attivo","Active signature provider"
"Tentativi massimi","Maximum attempts"
"Limite documenti per riconciliazione","Document limit per reconciliation run"
"Provider di firma","Signature provider"
"WsSign","WsSign"
"Platform URL","Platform URL"
"Tenant","Tenant"
"Username (owner)","Username (owner)"
"Password","Password"
"Tipo firma","Signature type"
"Scadenza firma (giorni)","Signature expiration (days)"
"Prefisso telefonico di default","Default phone prefix"
"Messaggio per il firmatario","Message for the signer"
"Email notifier (opzionale)","Notifier email (optional)"
"Allowlist IP callback","Callback IP allowlist"
"Mappatura stati","Status mapping"
"Dummy (solo test)","Dummy (test only)"
"Consenti provider dummy","Allow dummy provider"
"Ritardo auto-firma (secondi)","Auto-sign delay (seconds)"
"Conservazione documenti (GDPR)","Document retention (GDPR)"
"Elimina automaticamente oltre il periodo di conservazione","Automatically delete past the retention period"
"Giorni di conservazione","Retention days"
"Limite documenti per esecuzione","Document limit per run"
"Spuntare SOLO dopo aver stipulato un DPA (Data Processing Agreement) con il provider di firma selezionato e aver aggiornato la privacy policy dello store, indicando l'invio di dati personali del cliente (email, telefono) a un fornitore terzo per il processo di firma. Finché non è spuntato, tutti i nuovi documenti vengono generati con il provider dummy (test), indipendentemente dal provider configurato sotto.","Check this box ONLY after signing a DPA (Data Processing Agreement) with the selected signature provider and updating the store's privacy policy to disclose that customer personal data (email, phone) is sent to a third-party provider for the signing process. Until checked, all new documents are generated with the dummy (test) provider, regardless of the provider configured below."
"Usato quando il template non specifica un trigger proprio.","Used when the template does not specify its own trigger."
"Il connettore usato per i nuovi documenti quando la modalità produzione è confermata sopra. Configura le credenziali nel gruppo del provider.","The connector used for new documents once production mode is confirmed above. Configure the credentials in the provider's group."
"Numero massimo di tentativi per errori temporanei (rete/servizio) prima dello stato di errore.","Maximum number of attempts for temporary errors (network/service) before the error state."
"Cap di documenti accodati a ogni run del cron (throttling verso il provider).","Cap on documents queued per cron run (throttling toward the provider)."
"Es. https://demo.wsign.cloud (solo HTTPS).","E.g. https://demo.wsign.cloud (HTTPS only)."
"Email dell'account owner WsSign.","Email of the WsSign owner account."
"Default OTP_SMS: richiede il telefono del firmatario.","Default OTP_SMS: requires the signer's phone number."
"Inviato dal provider nell'invito a firmare.","Sent by the provider in the signing invitation."
"Indirizzo notificato da WsSign sugli eventi del processo.","Address notified by WsSign about process events."
"IP separati da virgola; vuoto = nessun filtro IP (resta il token segreto).","Comma-separated IPs; empty = no IP filter (the secret token still applies)."
"Stato grezzo restituito da WsSign → stato interno del documento. Gli stati non mappati vengono registrati nel log per essere aggiunti qui.","Raw status returned by WsSign → internal document status. Unmapped statuses are logged so they can be added here."
"Provider fittizio che simula la firma in locale. NON usare in produzione.","Dummy provider that simulates signing locally. DO NOT use in production."
"ATTENZIONE: abilitare solo in ambienti di test/sviluppo.","WARNING: enable only in test/development environments."
"Dopo questo tempo il documento risulta firmato.","After this time, the document is marked as signed."
"Cron giornaliero che, se attivo, elimina PDF e dati personali (email/telefono) dei documenti conclusi (firmato/rifiutato/scaduto/annullato) oltre il periodo di conservazione. Il record e lo storico stato restano per finalità di audit/fiscali, senza PDF né PII.","Daily cron that, when enabled, deletes the PDFs and personal data (email/phone) of completed documents (signed/declined/expired/canceled) past the retention period. The record and status history remain for audit/fiscal purposes, without PDFs or PII."
"Disattivato di default: la cancellazione è distruttiva, va attivata consapevolmente dopo aver definito i tempi di conservazione richiesti (fiscali/legali).","Off by default: deletion is destructive and should be enabled deliberately after defining the required (fiscal/legal) retention periods."
"Dall'ultimo cambio di stato del documento concluso. Default 3650 (10 anni, indicativo: verificare i termini fiscali/legali applicabili).","Counted from the last status change of the completed document. Default 3650 (10 years, indicative: check the applicable fiscal/legal terms)."
"Cap di documenti elaborati a ogni run del cron.","Cap on documents processed per cron run."
"Template documenti","Document templates"
"Configurazione","Configuration"
"Conferma ordine","Order confirmation"
"Creazione fattura","Invoice creation"
"Fattura pagata","Invoice paid"
"Manuale da backend","Manual from backend"
"-- Nessuno --","-- None --"
"-- Usa default globale --","-- Use global default --"
"Aggiungi mappatura","Add mapping"
"Carrello / Ordine","Cart / Order"
"Carrello/Ordine","Cart/Order"
"Documentazione API (nel repository del modulo)","API documentation (in the module repository)"
"Documento annullato per rigenerazione manuale.","Document canceled for manual regeneration."
"Documento con id ""%1"" inesistente.","Document with id ""%1"" does not exist."
"Documento rigenerato (sostituisce #%1).","Document regenerated (replaces #%1)."
"Documento rigenerato: nuovo documento #%1 in elaborazione.","Document regenerated: new document #%1 is being processed."
"Dummy: PDF generato non trovato nello storage.","Dummy: generated PDF not found in storage."
"Dummy: il contenuto da inviare non è un PDF.","Dummy: the content to send is not a PDF."
"Dummy: il documento non ha un PDF generato.","Dummy: the document has no generated PDF."
"Dummy: process id assente o non riconosciuto.","Dummy: missing or unrecognized process id."
"Elimina","Delete"
"Elimina template","Delete template"
"Eliminare il template ""%1""?","Delete the template ""%1""?"
"Eliminare questo template? I documenti già generati restano in storico.","Delete this template? Documents already generated remain in the history."
"Email del firmatario mancante o non valida.","Signer email missing or invalid."
"Errore durante il salvataggio del template.","Error while saving the template."
"File PDF del template non trovato: %1","Template PDF file not found: %1"
"File documento non trovato nello storage: %1","Document file not found in storage: %1"
"Grazie! La firma è stata acquisita. Riceverai conferma quando il documento sarà disponibile nel tuo account.","Thank you! The signature has been received. You will get a confirmation once the document is available in your account."
"ID","ID"
"Il PDF supera la dimensione massima di 10 MB.","The PDF exceeds the maximum size of 10 MB."
"Il documento #%1 non è attivo: usa quello attivo per rigenerare.","Document #%1 is not active: use the active one to regenerate."
"Il documento non ha un PDF generato da inviare.","The document has no generated PDF to send."
"Il documento non ha un template associato.","The document has no associated template."
"Il file caricato non è un PDF valido.","The uploaded file is not a valid PDF."
"Il file template non è un PDF.","The template file is not a PDF."
"Il nome del template è obbligatorio.","The template name is required."
"Il provider dummy non è abilitato: attivalo esplicitamente in configurazione (solo ambienti di test).","The dummy provider is not enabled: enable it explicitly in the configuration (test environments only)."
"Il template %1 non ha un file PDF caricato.","Template %1 has no uploaded PDF file."
"Impossibile eliminare il template: %1","Unable to delete the template: %1"
"Impossibile generare i documenti firma: %1","Unable to generate the signature documents: %1"
"Impossibile rigenerare il documento: %1","Unable to regenerate the document: %1"
"Impossibile salvare il documento: %1","Unable to save the document: %1"
"Impossibile salvare il template: %1","Unable to save the template: %1"
"Indietro","Back"
"Modifica","Edit"
"Modifica template ""%1""","Edit template ""%1"""
"Nessun tag firma trovato nel PDF template: impossibile inserire i dati del firmatario.","No signature tag found in the template PDF: unable to insert the signer's data."
"Nessun tag firma trovato nel PDF. Inserisci nel documento almeno un tag nel formato {WSIGN#larghezza,altezza#email-placeholder}.","No signature tag found in the PDF. Add at least one tag to the document in the format {WSIGN#width,height#email-placeholder}."
"Nessun template selezionato.","No template selected."
"Nome","Name"
"Nuovo template documento","New document template"
"PDF e dati personali eliminati per fine periodo di conservazione.","PDF and personal data deleted at the end of the retention period."
"PDF non supportato: cross-reference table classica non trovata (salvare come PDF 1.4).","Unsupported PDF: classic cross-reference table not found (save as PDF 1.4)."
"PDF non supportato: startxref non trovato.","Unsupported PDF: startxref not found."
"PDF non supportato: trailer privo di Size/Root.","Unsupported PDF: trailer missing Size/Root."
"PDF non supportato: usa una cross-reference table classica. Salva/esporta il documento come ""PDF 1.4"" e ricarica il file.","Unsupported PDF: use a classic cross-reference table. Save/export the document as ""PDF 1.4"" and re-upload the file."
"Piattaforma di firma elettronica avanzata (OTP via SMS o email). Il connettore carica il PDF generato dal template, avvia la richiesta di firma verso il firmatario e riceve gli aggiornamenti di stato tramite callback autenticata. Richiede un account WsSign attivo (tenant, utente owner, password) fornito dal team WsSign.","Advanced electronic signature platform (OTP via SMS or email). The connector uploads the PDF generated from the template, starts the signing request to the signer, and receives status updates via an authenticated callback. Requires an active WsSign account (tenant, owner user, password) provided by the WsSign team."
"Prezzo","Price"
"Prodotto","Product"
"Provider di firma ""%1"" non registrato.","Signature provider ""%1"" is not registered."
"Provider fittizio incluso nel modulo: non contatta nessun servizio esterno. Simula una firma riuscita dopo il ritardo configurato sotto, restituendo il PDF originale come ""firmato"". Utile per collaudare l'intero flusso (template, trigger, notifiche, area cliente) senza credenziali di un provider reale. Da NON abilitare in produzione.","Dummy provider included with the module: it does not contact any external service. It simulates a successful signature after the delay configured below, returning the original PDF as ""signed"". Useful for testing the whole flow (templates, triggers, notifications, customer area) without a real provider's credentials. Do NOT enable in production."
"Questo template non esiste più.","This template no longer exists."
"Richiesta di generazione documenti firma presa in carico.","Signature document generation request has been queued."
"SKU","SKU"
"Salva template","Save template"
"Stato interno","Internal status"
"Stato provider","Provider status"
"Telefono del firmatario mancante: richiesto da WsSign per l'OTP via SMS.","Signer's phone number missing: required by WsSign for OTP via SMS."
"Telefono del firmatario non valido.","Signer's phone number is invalid."
"Template con id ""%1"" inesistente.","Template with id ""%1"" does not exist."
"Template documenti firma","Signature document templates"
"Template eliminato.","Template deleted."
"Template salvato.","Template saved."
"Ti chiediamo di firmare digitalmente il documento relativo al tuo ordine.","We kindly ask you to digitally sign the document related to your order."
"WsSign: GUID non presente nella risposta di upload.","WsSign: GUID missing from the upload response."
"WsSign: autenticazione fallita, verifica credenziali e tenant.","WsSign: authentication failed, check the credentials and tenant."
"WsSign: caricamento documento rifiutato (%1).","WsSign: document upload rejected (%1)."
"WsSign: credenziali o tenant non configurati.","WsSign: credentials or tenant not configured."
"WsSign: errore di rete durante ""%1"": %2","WsSign: network error during ""%1"": %2"
"WsSign: errore temporaneo del servizio durante ""%1"" (HTTP %2).","WsSign: temporary service error during ""%1"" (HTTP %2)."
"WsSign: il contenuto scaricato non è un PDF valido.","WsSign: the downloaded content is not a valid PDF."
"WsSign: il documento non ha un processo avviato.","WsSign: the document has no started process."
"WsSign: platform URL non configurato o non HTTPS.","WsSign: platform URL not configured or not HTTPS."
"WsSign: richiesta rifiutata durante ""%1"" (HTTP %2).","WsSign: request rejected during ""%1"" (HTTP %2)."
"WsSign: risposta non-JSON durante ""%1"".","WsSign: non-JSON response during ""%1""."
"WsSign: stato assente nella risposta del provider.","WsSign: status missing from the provider's response."
"WsSign: store del documento non valido.","WsSign: invalid document store."
"WsSign: struttura risposta inattesa durante ""%1"".","WsSign: unexpected response structure during ""%1""."
"PDF non supportato: sezione cross-reference classica non trovata alla posizione attesa.","Unsupported PDF: classic cross-reference section not found at the expected position."
"PDF non supportato: trailer non trovato dopo la tabella cross-reference.","Unsupported PDF: trailer not found after the cross-reference table."
"PDF non supportato: oggetto cross-reference stream non riconosciuto.","Unsupported PDF: cross-reference stream object not recognized."
"PDF non supportato: stream cross-reference non riconosciuto.","Unsupported PDF: cross-reference stream not recognized."
"PDF non supportato: stream cross-reference incompleto.","Unsupported PDF: incomplete cross-reference stream."
"PDF non supportato: atteso un oggetto /Type /XRef.","Unsupported PDF: expected an object of /Type /XRef."
"PDF non supportato: dizionario cross-reference stream incompleto.","Unsupported PDF: incomplete cross-reference stream dictionary."
"PDF non supportato: stream cross-reference non decomprimibile.","Unsupported PDF: cross-reference stream could not be decompressed."
"PDF non supportato: predictor cross-reference stream non gestito (valore %1).","Unsupported PDF: cross-reference stream predictor not handled (value %1)."
"PDF non supportato: parametri di predizione cross-reference stream non gestiti.","Unsupported PDF: cross-reference stream prediction parameters not handled."
"PDF non supportato: larghezze /W cross-reference stream non valide.","Unsupported PDF: invalid cross-reference stream /W widths."
"PDF non supportato: stream cross-reference troppo corto per le voci dichiarate.","Unsupported PDF: cross-reference stream too short for the declared entries."
"PDF non supportato: stream cross-reference con predizione PNG malformato.","Unsupported PDF: cross-reference stream with malformed PNG prediction."
"PDF non supportato: filtro PNG riga cross-reference stream non riconosciuto (%1).","Unsupported PDF: unrecognized PNG row filter in cross-reference stream (%1)."
"PDF non supportato: catena cross-reference con troppe revisioni collegate (max %1).","Unsupported PDF: cross-reference chain has too many linked revisions (max %1)."
"PDF cifrati non sono supportati: rimuovi la protezione/password dal documento e ricarica il file.","Encrypted PDFs are not supported: remove the protection/password from the document and re-upload the file."
"PDF non supportato: usa compressione a oggetti (object stream), non gestita in questa versione. Disabilita la compressione degli oggetti in fase di esportazione e ricarica il file.","Unsupported PDF: it uses object compression (object streams), not handled in this version. Disable object compression when exporting and re-upload the file."
"Il template non ha un file PDF caricato per questa vista.","The template has no PDF file uploaded for this store view."
"File PDF del template non trovato.","Template PDF file not found."
"Impossibile generare l'anteprima: %1","Unable to generate the preview: %1"
"Scarica anteprima elaborata","Download processed preview"
"Reminder automatici","Automatic reminders"
"Solleciti per documenti in attesa di firma.","Reminders for documents pending signature."
"Invia solleciti al cliente","Send reminders to customer"
"Invia email periodiche al cliente per ricordargli di firmare. Disattivato di default.","Send periodic emails to the customer to remind them to sign. Disabled by default."
"Template sollecito (cliente)","Reminder template (customer)"
"Giorni prima del primo sollecito","Days before first reminder"
"Giorni trascorsi dall'invio prima del primo reminder cliente.","Days elapsed since sending before the first customer reminder."
"Giorni tra solleciti successivi","Days between subsequent reminders"
"Giorni da attendere tra un reminder e il successivo.","Days to wait between a reminder and the next."
"Numero massimo di solleciti cliente","Maximum number of customer reminders"
"Quante volte al massimo sollecitare il cliente.","Maximum number of times to remind the customer."
"Invia escalation all'admin","Send escalation to admin"
"Invia una notifica all'admin se il documento rimane non firmato. Abilitato di default.","Send a notification to the admin if the document remains unsigned. Enabled by default."
"Template escalation (admin)","Escalation template (admin)"
"Giorni prima dell'escalation admin","Days before admin escalation"
"Giorni trascorsi dall'invio prima di allertare l'admin.","Days elapsed since sending before alerting the admin."
"Promemoria: Firma il tuo contratto (ordine %increment_id)","Reminder: Sign your contract (order %increment_id)"
"ti ricordiamo che il contratto relativo al tuo ordine #%increment_id è ancora in attesa di firma digitale.","we remind you that the contract for your order #%increment_id is still pending digital signature."
"Per completare l'ordine, ti invitiamo a seguire le istruzioni ricevute all'indirizzo %email dal provider di firma.","To complete the order, we invite you to follow the instructions received at %email from the signature provider."
"[Firma Digitale] Sollecito: Documento #%document_id in attesa di firma (ordine %increment_id)","[Digital Signature] Reminder: Document #%document_id pending signature (order %increment_id)"
"Il seguente documento è in attesa di firma digitale da oltre il periodo configurato di escalation.","The following document is pending digital signature beyond the configured escalation period."
"Gestisci l'ordine in backend: <a href=\"\"%url\"\">%url</a>","Manage the order in backend: <a href=\"\"%url\"\">%url</a>"
"Inviato sollecito cliente (sollecito %1 di %2).","Customer reminder sent (reminder %1 of %2)."
"Inviata email di escalation all'admin per documento in attesa di firma.","Admin escalation email sent for document pending signature."
"Nessuna validità legale — solo test/sviluppo","No legal validity — test/development only"
"Firma Elettronica Avanzata (AES)","Advanced Electronic Signature (AES)"
"Nota: La classificazione del livello di firma si basa sulle specifiche dichiarate dal fornitore. Il modulo non garantisce l'adeguatezza legale o la conformità per scopi specifici.","Note: The classification of the signature level is based on the specifications declared by the provider. The module does not guarantee legal adequacy or compliance for specific purposes."
"Connettori Aggiuntivi & Pianificati","Additional & Planned Connectors"
"Adobe Acrobat Sign","Adobe Acrobat Sign"
"Connettore per integrare le firme digitali ed elettroniche di Adobe Acrobat Sign. Consente l'autenticazione OAuth2 ed il tracciamento asincrono del processo di firma.","Connector to integrate digital and electronic signatures from Adobe Acrobat Sign. Supports OAuth2 authentication and asynchronous signature process tracking."
"Sito ufficiale del provider","Official provider website"
"Vuoi integrare un provider differente?","Want to integrate a different provider?"
"Il modulo è progettato per essere esteso in modo modulare. Puoi implementare un connettore personalizzato per qualsiasi provider di firma digitale (es. DocuSign, Namirial, InfoCert) seguendo la nostra guida.","The module is designed to be extended modularly. You can implement a custom connector for any digital signature provider (e.g. DocuSign, Namirial, InfoCert) by following our guide."
"Guida all'integrazione dei provider di firma","Guide to integrating signature providers"
"In sviluppo","In development"
"Disponibile","Available"
"Connettori aggiuntivi","Additional connectors"
"Metriche e performance documenti","Document metrics and performance"
"Periodo di analisi:","Analysis period:"
"Ultimi 30 giorni","Last 30 days"
"Ultimi 90 giorni","Last 90 days"
"Ultimo anno","Last year"
"Sempre","All time"
"Totale generati","Total generated"
"Firmati","Signed"
"In attesa di firma","Pending signature"
"Scaduti o Rifiutati","Expired or Declined"
"Tempo medio firma","Avg signing time"
"giorno","day"
"giorni","days"
"Posiziona la firma sul PDF","Place signature on PDF"
"Indietro","Back"
"Pagina","Page"
"di","of"
"Avanti","Next"
"Zoom -","Zoom -"
"Zoom +","Zoom +"
"Seleziona la firma trascinando il mouse per tracciare un riquadro sulla pagina del PDF.","Select signature position by dragging to draw a box on the PDF page."
"Annulla","Cancel"
"Conferma Posizione","Confirm Position"
"Traccia un riquadro sul PDF prima di confermare.","Draw a selection box on the PDF before confirming."
"Errore durante il salvataggio delle coordinate.","Error while saving coordinates."
"Impossibile caricare il PDF temporaneo.","Unable to load the temporary PDF."
"Sorgente Libreria pdf.js","pdf.js Library Source"
"URL CDN pdf.js","pdf.js CDN URL"
"Locale (Consigliato)","Local (Recommended)"
"CDN","CDN"
"File non specificato.","File not specified."
"Il file temporaneo richiesto non esiste.","The requested temporary file does not exist."
"Parametri di firma non validi.","Invalid signature parameters."
"Il file temporaneo non esiste.","The temporary file does not exist."
"Operazione annullata.","Operation cancelled."
