"Non è stato possibile salvare la preferenza. Riprova.","Não foi possível salvar a preferência. Tente novamente."
"Attenzione: la firma resta obbligatoria per completare l'ordine.","Atenção: a assinatura continua obrigatória para concluir o pedido."
"Mage-OS","Mage-OS"
"Firma Digitale","Assinatura digital"
"Generale","Geral"
"Abilitato","Habilitado"
"Presa d'atto GDPR (modalità produzione)","Reconhecimento GDPR (modo produção)"
"Trigger di generazione predefinito","Gatilho de geração padrão"
"Provider di firma attivo","Provedor de assinatura ativo"
"Tentativi massimi","Tentativas máximas"
"Limite documenti per riconciliazione","Limite de documentos por execução de reconciliação"
"Provider di firma","Provedor de assinatura"
"WsSign","WsSign"
"Platform URL","URL da plataforma"
"Tenant","Tenant"
"Username (owner)","Usuário (owner)"
"Password","Senha"
"Tipo firma","Tipo de assinatura"
"Scadenza firma (giorni)","Expiração da assinatura (dias)"
"Prefisso telefonico di default","Prefixo telefônico padrão"
"Messaggio per il firmatario","Mensagem para o signatário"
"Email notifier (opzionale)","E-mail do notificador (opcional)"
"Allowlist IP callback","Lista de permissões de IP do callback"
"Mappatura stati","Mapeamento de status"
"Dummy (solo test)","Dummy (somente teste)"
"Consenti provider dummy","Permitir provedor dummy"
"Ritardo auto-firma (secondi)","Atraso da assinatura automática (segundos)"
"Conservazione documenti (GDPR)","Retenção de documentos (GDPR)"
"Elimina automaticamente oltre il periodo di conservazione","Excluir automaticamente após o período de retenção"
"Giorni di conservazione","Dias de retenção"
"Limite documenti per esecuzione","Limite de documentos por execução"
"Spuntare SOLO dopo aver stipulato un DPA (Data Processing Agreement) con il provider di firma selezionato e aver aggiornato la privacy policy dello store, indicando l'invio di dati personali del cliente (email, telefono) a un fornitore terzo per il processo di firma. Finché non è spuntato, tutti i nuovi documenti vengono generati con il provider dummy (test), indipendentemente dal provider configurato sotto.","Marque esta opção SOMENTE após firmar um DPA (Acordo de Tratamento de Dados) com o provedor de assinatura selecionado e atualizar a política de privacidade da loja, informando o envio de dados pessoais do cliente (e-mail, telefone) a um fornecedor terceiro para o processo de assinatura. Enquanto não estiver marcada, todos os novos documentos serão gerados com o provedor dummy (teste), independentemente do provedor configurado abaixo."
"Usato quando il template non specifica un trigger proprio.","Usado quando o modelo não especifica seu próprio gatilho."
"Il connettore usato per i nuovi documenti quando la modalità produzione è confermata sopra. Configura le credenziali nel gruppo del provider.","O conector usado para novos documentos quando o modo produção for confirmado acima. Configure as credenciais no grupo do provedor."
"Numero massimo di tentativi per errori temporanei (rete/servizio) prima dello stato di errore.","Número máximo de tentativas para erros temporários (rede/serviço) antes do estado de erro."
"Cap di documenti accodati a ogni run del cron (throttling verso il provider).","Limite de documentos enfileirados a cada execução do cron (throttling em relação ao provedor)."
"Es. https://demo.wsign.cloud (solo HTTPS).","Ex. https://demo.wsign.cloud (somente HTTPS)."
"Email dell'account owner WsSign.","E-mail da conta owner do WsSign."
"Default OTP_SMS: richiede il telefono del firmatario.","Padrão OTP_SMS: exige o telefone do signatário."
"Inviato dal provider nell'invito a firmare.","Enviado pelo provedor no convite para assinatura."
"Indirizzo notificato da WsSign sugli eventi del processo.","Endereço notificado pelo WsSign sobre os eventos do processo."
"IP separati da virgola; vuoto = nessun filtro IP (resta il token segreto).","IPs separados por vírgula; vazio = sem filtro de IP (o token secreto continua valendo)."
"Stato grezzo restituito da WsSign → stato interno del documento. Gli stati non mappati vengono registrati nel log per essere aggiunti qui.","Status bruto retornado pelo WsSign → status interno do documento. Status não mapeados são registrados no log para serem adicionados aqui."
"Provider fittizio che simula la firma in locale. NON usare in produzione.","Provedor fictício que simula a assinatura localmente. NÃO usar em produção."
"ATTENZIONE: abilitare solo in ambienti di test/sviluppo.","ATENÇÃO: habilitar somente em ambientes de teste/desenvolvimento."
"Dopo questo tempo il documento risulta firmato.","Após esse tempo, o documento é considerado assinado."
"Cron giornaliero che, se attivo, elimina PDF e dati personali (email/telefono) dei documenti conclusi (firmato/rifiutato/scaduto/annullato) oltre il periodo di conservazione. Il record e lo storico stato restano per finalità di audit/fiscali, senza PDF né PII.","Cron diário que, se ativado, exclui os PDFs e dados pessoais (e-mail/telefone) dos documentos concluídos (assinado/recusado/expirado/cancelado) além do período de retenção. O registro e o histórico de status permanecem para fins de auditoria/fiscais, sem PDFs nem dados pessoais."
"Disattivato di default: la cancellazione è distruttiva, va attivata consapevolmente dopo aver definito i tempi di conservazione richiesti (fiscali/legali).","Desativado por padrão: a exclusão é destrutiva e deve ser ativada conscientemente após definir os períodos de retenção exigidos (fiscais/legais)."
"Dall'ultimo cambio di stato del documento concluso. Default 3650 (10 anni, indicativo: verificare i termini fiscali/legali applicabili).","A partir da última mudança de status do documento concluído. Padrão 3650 (10 anos, indicativo: verifique os prazos fiscais/legais aplicáveis)."
"Cap di documenti elaborati a ogni run del cron.","Limite de documentos processados a cada execução do cron."
"Template documenti","Modelos de documentos"
"Configurazione","Configuração"
"Conferma ordine","Confirmação do pedido"
"Creazione fattura","Criação da fatura"
"Fattura pagata","Fatura paga"
"Manuale da backend","Manual pelo backend"
"-- Nessuno --","-- Nenhum --"
"-- Usa default globale --","-- Usar padrão global --"
"Aggiungi mappatura","Adicionar mapeamento"
"Carrello / Ordine","Carrinho / Pedido"
"Carrello/Ordine","Carrinho/Pedido"
"Documentazione API (nel repository del modulo)","Documentação da API (no repositório do módulo)"
"Documento annullato per rigenerazione manuale.","Documento cancelado para regeneração manual."
"Documento con id ""%1"" inesistente.","Documento com id ""%1"" não existe."
"Documento rigenerato (sostituisce #%1).","Documento regenerado (substitui #%1)."
"Documento rigenerato: nuovo documento #%1 in elaborazione.","Documento regenerado: novo documento #%1 em processamento."
"Dummy: PDF generato non trovato nello storage.","Dummy: PDF gerado não encontrado no armazenamento."
"Dummy: il contenuto da inviare non è un PDF.","Dummy: o conteúdo a ser enviado não é um PDF."
"Dummy: il documento non ha un PDF generato.","Dummy: o documento não possui um PDF gerado."
"Dummy: process id assente o non riconosciuto.","Dummy: id de processo ausente ou não reconhecido."
"Elimina","Excluir"
"Elimina template","Excluir modelo"
"Eliminare il template ""%1""?","Excluir o modelo ""%1""?"
"Eliminare questo template? I documenti già generati restano in storico.","Excluir este modelo? Os documentos já gerados permanecem no histórico."
"Email del firmatario mancante o non valida.","E-mail do signatário ausente ou inválido."
"Errore durante il salvataggio del template.","Erro ao salvar o modelo."
"File PDF del template non trovato: %1","Arquivo PDF do modelo não encontrado: %1"
"File documento non trovato nello storage: %1","Arquivo do documento não encontrado no armazenamento: %1"
"Grazie! La firma è stata acquisita. Riceverai conferma quando il documento sarà disponibile nel tuo account.","Obrigado! A assinatura foi recebida. Você receberá uma confirmação quando o documento estiver disponível na sua conta."
"ID","ID"
"Il PDF supera la dimensione massima di 10 MB.","O PDF excede o tamanho máximo de 10 MB."
"Il documento #%1 non è attivo: usa quello attivo per rigenerare.","O documento #%1 não está ativo: use o ativo para regenerar."
"Il documento non ha un PDF generato da inviare.","O documento não possui um PDF gerado para enviar."
"Il documento non ha un template associato.","O documento não possui um modelo associado."
"Il file caricato non è un PDF valido.","O arquivo enviado não é um PDF válido."
"Il file template non è un PDF.","O arquivo do modelo não é um PDF."
"Il nome del template è obbligatorio.","O nome do modelo é obrigatório."
"Il provider dummy non è abilitato: attivalo esplicitamente in configurazione (solo ambienti di test).","O provedor dummy não está habilitado: habilite-o explicitamente na configuração (somente ambientes de teste)."
"Il template %1 non ha un file PDF caricato.","O modelo %1 não possui um arquivo PDF enviado."
"Impossibile eliminare il template: %1","Não foi possível excluir o modelo: %1"
"Impossibile generare i documenti firma: %1","Não foi possível gerar os documentos de assinatura: %1"
"Impossibile rigenerare il documento: %1","Não foi possível regenerar o documento: %1"
"Impossibile salvare il documento: %1","Não foi possível salvar o documento: %1"
"Impossibile salvare il template: %1","Não foi possível salvar o modelo: %1"
"Indietro","Voltar"
"Modifica","Editar"
"Modifica template ""%1""","Editar modelo ""%1"""
"Nessun tag firma trovato nel PDF template: impossibile inserire i dati del firmatario.","Nenhuma tag de assinatura encontrada no PDF do modelo: não é possível inserir os dados do signatário."
"Nessun tag firma trovato nel PDF. Inserisci nel documento almeno un tag nel formato {WSIGN#larghezza,altezza#email-placeholder}.","Nenhuma tag de assinatura encontrada no PDF. Insira no documento pelo menos uma tag no formato {WSIGN#largura,altura#email-placeholder}."
"Nessun template selezionato.","Nenhum modelo selecionado."
"Nome","Nome"
"Nuovo template documento","Novo modelo de documento"
"PDF e dati personali eliminati per fine periodo di conservazione.","PDF e dados pessoais excluídos ao final do período de retenção."
"PDF non supportato: cross-reference table classica non trovata (salvare come PDF 1.4).","PDF não suportado: tabela de referência cruzada clássica não encontrada (salve como PDF 1.4)."
"PDF non supportato: startxref non trovato.","PDF não suportado: startxref não encontrado."
"PDF non supportato: trailer privo di Size/Root.","PDF não suportado: trailer sem Size/Root."
"PDF non supportato: usa una cross-reference table classica. Salva/esporta il documento come ""PDF 1.4"" e ricarica il file.","PDF não suportado: use uma tabela de referência cruzada clássica. Salve/exporte o documento como ""PDF 1.4"" e reenvie o arquivo."
"Piattaforma di firma elettronica avanzata (OTP via SMS o email). Il connettore carica il PDF generato dal template, avvia la richiesta di firma verso il firmatario e riceve gli aggiornamenti di stato tramite callback autenticata. Richiede un account WsSign attivo (tenant, utente owner, password) fornito dal team WsSign.","Plataforma de assinatura eletrônica avançada (OTP via SMS ou e-mail). O conector envia o PDF gerado a partir do modelo, inicia a solicitação de assinatura ao signatário e recebe atualizações de status via callback autenticado. Requer uma conta WsSign ativa (tenant, usuário owner, senha) fornecida pela equipe WsSign."
"Prezzo","Preço"
"Prodotto","Produto"
"Provider di firma ""%1"" non registrato.","Provedor de assinatura ""%1"" não registrado."
"Provider fittizio incluso nel modulo: non contatta nessun servizio esterno. Simula una firma riuscita dopo il ritardo configurato sotto, restituendo il PDF originale come ""firmato"". Utile per collaudare l'intero flusso (template, trigger, notifiche, area cliente) senza credenziali di un provider reale. Da NON abilitare in produzione.","Provedor fictício incluído no módulo: não contata nenhum serviço externo. Simula uma assinatura bem-sucedida após o atraso configurado abaixo, retornando o PDF original como ""assinado"". Útil para testar todo o fluxo (modelos, gatilhos, notificações, área do cliente) sem credenciais de um provedor real. NÃO habilitar em produção."
"Questo template non esiste più.","Este modelo não existe mais."
"Richiesta di generazione documenti firma presa in carico.","A solicitação de geração de documentos de assinatura foi registrada."
"SKU","SKU"
"Salva template","Salvar modelo"
"Stato interno","Status interno"
"Stato provider","Status do provedor"
"Telefono del firmatario mancante: richiesto da WsSign per l'OTP via SMS.","Telefone do signatário ausente: exigido pelo WsSign para o OTP via SMS."
"Telefono del firmatario non valido.","Telefone do signatário inválido."
"Template con id ""%1"" inesistente.","Modelo com id ""%1"" não existe."
"Template documenti firma","Modelos de documentos de assinatura"
"Template eliminato.","Modelo excluído."
"Template salvato.","Modelo salvo."
"Ti chiediamo di firmare digitalmente il documento relativo al tuo ordine.","Solicitamos que você assine digitalmente o documento relacionado ao seu pedido."
"WsSign: GUID non presente nella risposta di upload.","WsSign: GUID ausente na resposta de upload."
"WsSign: autenticazione fallita, verifica credenziali e tenant.","WsSign: falha na autenticação, verifique as credenciais e o tenant."
"WsSign: caricamento documento rifiutato (%1).","WsSign: envio do documento rejeitado (%1)."
"WsSign: credenziali o tenant non configurati.","WsSign: credenciais ou tenant não configurados."
"WsSign: errore di rete durante ""%1"": %2","WsSign: erro de rede durante ""%1"": %2"
"WsSign: errore temporaneo del servizio durante ""%1"" (HTTP %2).","WsSign: erro temporário do serviço durante ""%1"" (HTTP %2)."
"WsSign: il contenuto scaricato non è un PDF valido.","WsSign: o conteúdo baixado não é um PDF válido."
"WsSign: il documento non ha un processo avviato.","WsSign: o documento não possui um processo iniciado."
"WsSign: platform URL non configurato o non HTTPS.","WsSign: URL da plataforma não configurada ou não é HTTPS."
"WsSign: richiesta rifiutata durante ""%1"" (HTTP %2).","WsSign: solicitação rejeitada durante ""%1"" (HTTP %2)."
"WsSign: risposta non-JSON durante ""%1"".","WsSign: resposta não JSON durante ""%1""."
"WsSign: stato assente nella risposta del provider.","WsSign: status ausente na resposta do provedor."
"WsSign: store del documento non valido.","WsSign: store do documento inválido."
"WsSign: struttura risposta inattesa durante ""%1"".","WsSign: estrutura de resposta inesperada durante ""%1""."
"PDF non supportato: sezione cross-reference classica non trovata alla posizione attesa.","PDF não suportado: seção de referência cruzada clássica não encontrada na posição esperada."
"PDF non supportato: trailer non trovato dopo la tabella cross-reference.","PDF não suportado: trailer não encontrado após a tabela de referência cruzada."
"PDF non supportato: oggetto cross-reference stream non riconosciuto.","PDF não suportado: objeto de fluxo de referência cruzada não reconhecido."
"PDF non supportato: stream cross-reference non riconosciuto.","PDF não suportado: fluxo de referência cruzada não reconhecido."
"PDF non supportato: stream cross-reference incompleto.","PDF não suportado: fluxo de referência cruzada incompleto."
"PDF non supportato: atteso un oggetto /Type /XRef.","PDF não suportado: era esperado um objeto de /Type /XRef."
"PDF non supportato: dizionario cross-reference stream incompleto.","PDF não suportado: dicionário do fluxo de referência cruzada incompleto."
"PDF non supportato: stream cross-reference non decomprimibile.","PDF não suportado: não foi possível descompactar o fluxo de referência cruzada."
"PDF non supportato: predictor cross-reference stream non gestito (valore %1).","PDF não suportado: predictor do fluxo de referência cruzada não suportado (valor %1)."
"PDF non supportato: parametri di predizione cross-reference stream non gestiti.","PDF não suportado: parâmetros de predição do fluxo de referência cruzada não suportados."
"PDF non supportato: larghezze /W cross-reference stream non valide.","PDF não suportado: larguras /W do fluxo de referência cruzada inválidas."
"PDF non supportato: stream cross-reference troppo corto per le voci dichiarate.","PDF não suportado: fluxo de referência cruzada muito curto para as entradas declaradas."
"PDF non supportato: stream cross-reference con predizione PNG malformato.","PDF não suportado: fluxo de referência cruzada com predição PNG malformada."
"PDF non supportato: filtro PNG riga cross-reference stream non riconosciuto (%1).","PDF não suportado: filtro PNG de linha não reconhecido no fluxo de referência cruzada (%1)."
"PDF non supportato: catena cross-reference con troppe revisioni collegate (max %1).","PDF não suportado: a cadeia de referência cruzada tem revisões vinculadas em excesso (máx. %1)."
"PDF cifrati non sono supportati: rimuovi la protezione/password dal documento e ricarica il file.","PDFs criptografados não são suportados: remova a proteção/senha do documento e envie o arquivo novamente."
"PDF non supportato: usa compressione a oggetti (object stream), non gestita in questa versione. Disabilita la compressione degli oggetti in fase di esportazione e ricarica il file.","PDF não suportado: usa compressão de objetos (object streams), não suportada nesta versão. Desative a compressão de objetos ao exportar e envie o arquivo novamente."
"Il template non ha un file PDF caricato per questa vista.","O template não possui um arquivo PDF enviado para esta visão de loja."
"File PDF del template non trovato.","Arquivo PDF do template não encontrado."
"Impossibile generare l'anteprima: %1","Não foi possível gerar a pré-visualização: %1"
"Scarica anteprima elaborata","Baixar pré-visualização processada"
"Reminder automatici","Lembretes automáticos"
"Solleciti per documenti in attesa di firma.","Lembretes para documentos pendentes de assinatura."
"Invia solleciti al cliente","Enviar lembretes ao cliente"
"Invia email periodiche al cliente per ricordargli di firmare. Disattivato di default.","Enviar e-mails periódicos ao cliente para lembrá-lo de assinar. Desativado por padrão."
"Template sollecito (cliente)","Modelo de lembrete (cliente)"
"Giorni prima del primo sollecito","Dias antes do primeiro lembrete"
"Giorni trascorsi dall'invio prima del primo reminder cliente.","Dias decorridos desde o envio antes do primeiro lembrete ao cliente."
"Giorni tra solleciti successivi","Dias entre lembretes subsequentes"
"Giorni da attendere tra un reminder e il successivo.","Dias a aguardar entre um lembrete e o próximo."
"Numero massimo di solleciti cliente","Número máximo de lembretes ao cliente"
"Quante volte al massimo sollecitare il cliente.","Número máximo de vezes para lembrar o cliente."
"Invia escalation all'admin","Enviar escalonamento ao administrador"
"Invia una notifica all'admin se il documento rimane non firmato. Abilitato di default.","Enviar uma notificação ao administrador se o documento permanecer sem assinatura. Ativado por padrão."
"Template escalation (admin)","Modelo de escalonamento (administrador)"
"Giorni prima dell'escalation admin","Dias antes do escalonamento ao administrador"
"Giorni trascorsi dall'invio prima di allertare l'admin.","Dias decorridos desde o envio antes de alertar o administrador."
"Promemoria: Firma il tuo contratto (ordine %increment_id)","Lembrete: Assine seu contrato (pedido %increment_id)"
"ti ricordiamo che il contratto relativo al tuo ordine #%increment_id è ancora in attesa di firma digitale.","lembra-mo-lo de que o contrato relativo ao seu pedido #%increment_id ainda está pendente de assinatura digital."
"Per completare l'ordine, ti invitiamo a seguire le istruzioni ricevute all'indirizzo %email dal provider di firma.","Para completar o pedido, convidamo-lo a seguir as instruções recebidas no endereço %email do provedor de assinatura."
"[Firma Digitale] Sollecito: Documento #%document_id in attesa di firma (ordine %increment_id)","[Assinatura Digital] Lembrete: Documento #%document_id pendente de assinatura (pedido %increment_id)"
"Il seguente documento è in attesa di firma digitale da oltre il periodo configurato di escalation.","O seguinte documento está pendente de assinatura digital além do período de escalonamento configurado."
"Gestisci l'ordine in backend: <a href=\"\"%url\"\">%url</a>","Gerenciar o pedido no backend: <a href=\"\"%url\"\">%url</a>"
"Inviato sollecito cliente (sollecito %1 di %2).","Lembrete ao cliente enviado (lembrete %1 de %2)."
"Inviata email di escalation all'admin per documento in attesa di firma.","E-mail de escalonamento enviado ao administrador para documento pendente de assinatura."
"Nessuna validità legale — solo test/sviluppo","Sem validade jurídica — apenas teste/desenvolvimento"
"Firma Elettronica Avanzata (AES)","Assinatura Eletrônica Avançada (AES)"
"Nota: La classificazione del livello di firma si basa sulle specifiche dichiarate dal fornitore. Il modulo non garantisce l'adeguatezza legale o la conformità per scopi specifici.","Nota: A classificação do nível de assinatura é baseada nas especificações declaradas pelo provedor. O módulo não garante a adequação legal ou a conformidade para fins específicos."
"Connettori Aggiuntivi & Pianificati","Conectores Adicionais e Planejados"
"Adobe Acrobat Sign","Adobe Acrobat Sign"
"Connettore per integrare le firme digitali ed elettroniche di Adobe Acrobat Sign. Consente l'autenticazione OAuth2 ed il tracciamento asincrono del processo di firma.","Conector para integrar assinaturas digitais e eletrônicas do Adobe Acrobat Sign. Permite autenticação OAuth2 e rastreamento assíncrono do processo de assinatura."
"Sito ufficiale del provider","Site oficial do provedor"
"Vuoi integrare un provider differente?","Quer integrar um provedor diferente?"
"Il modulo è progettato per essere esteso in modo modulare. Puoi implementare un connettore personalizzato per qualsiasi provider di firma digitale (es. DocuSign, Namirial, InfoCert) seguendo la nostra guida.","O módulo foi projetado para ser estendido de forma modular. Você pode implementar um conector personalizado para qualquer provedor de assinatura digital (por exemplo, DocuSign, Namirial, InfoCert) seguindo nosso guia."
"Guida all'integrazione dei provider di firma","Guia para integração de provedores de assinatura"
"In sviluppo","Em desenvolvimento"
"Disponibile","Disponível"
"Connettori aggiuntivi","Conectores adicionais"
"Metriche e performance documenti","Métricas e desempenho de documentos"
"Periodo di analisi:","Período de análise:"
"Ultimi 30 giorni","Últimos 30 dias"
"Ultimi 90 giorni","Últimos 90 dias"
"Ultimo anno","Último ano"
"Sempre","Sempre"
"Totale generati","Total gerados"
"Firmati","Assinados"
"In attesa di firma","Pendente de assinatura"
"Scaduti o Rifiutati","Expirados ou Recusados"
"Tempo medio firma","Tempo médio de assinatura"
"giorno","dia"
"giorni","dias"
"Posiziona la firma sul PDF","Posicionar a assinatura no PDF"
"Indietro","Voltar"
"Pagina","Página"
"di","de"
"Avanti","Avançar"
"Zoom -","Zoom -"
"Zoom +","Zoom +"
"Seleziona la firma trascinando il mouse per tracciare un riquadro sulla pagina del PDF.","Selecione a posição da assinatura arrastando para desenhar uma caixa na página do PDF."
"Annulla","Cancelar"
"Conferma Posizione","Confirmar posição"
"Traccia un riquadro sul PDF prima di confermare.","Desenhe uma caixa de seleção no PDF antes de confirmar."
"Errore durante il salvataggio delle coordinate.","Erro ao salvar as coordenadas."
"Impossibile caricare il PDF temporaneo.","Não foi possível carregar o PDF temporário."
"Sorgente Libreria pdf.js","Origem da biblioteca pdf.js"
"URL CDN pdf.js","URL do CDN para pdf.js"
"Locale (Consigliato)","Local (Recomendado)"
"CDN","CDN"
"File non specificato.","Arquivo não especificado."
"Il file temporaneo richiesto non esiste.","O arquivo temporário solicitado não existe."
"Parametri di firma non validi.","Parâmetros de assinatura inválidos."
"Il file temporaneo non esiste.","O arquivo temporário não existe."
"Operazione annullata.","Operação cancelada."
